name,position,team,year,wlink
Mel Tucker,Defensive Coordinator,Jacksonville Jaguars,2009,https://en.wikipedia.com/wiki/Mel_Tucker
Ted Monachino,Defensive Line,Jacksonville Jaguars,2009,https://en.wikipedia.com/wiki/Ted_Monachino
Charlie Jackson,Assistant Defensive Line,Jacksonville Jaguars,2009,https://en.wikipedia.com/wiki/Charlie_Jackson_(American_football_coach)
Mark Duffner,Linebackers,Jacksonville Jaguars,2009,https://en.wikipedia.com/wiki/Mark_Duffner
Thom Kaumeyer,Assistant Defensive Backs,Jacksonville Jaguars,2009,https://en.wikipedia.com/wiki/Thom_Kaumeyer
Cory Undlin,Defensive Assistant,Jacksonville Jaguars,2009,https://en.wikipedia.com/wiki/Cory_Undlin
Russ Purnell,Special Teams Coordinator,Jacksonville Jaguars,2009,https://en.wikipedia.com/wiki/Russ_Purnell
Nate Kaczor,Assistant Special Teams,Jacksonville Jaguars,2009,https://en.wikipedia.com/w/index.php?title=Nate_Kaczor&amp;action=edit&amp;redlink=1
Luke Richesson,Strength And Conditioning,Jacksonville Jaguars,2009,https://en.wikipedia.com/w/index.php?title=Luke_Richesson&amp;action=edit&amp;redlink=1
Jason George,Assistant Strength And Conditioning,Jacksonville Jaguars,2009,https://en.wikipedia.com/w/index.php?title=Jason_George_(American_football)&amp;action=edit&amp;redlink=1
Todd Haley,Head Coach,Kansas City Chiefs,2009,https://en.wikipedia.com/wiki/Todd_Haley
Maurice Carthon,Assistant Head Coach,Kansas City Chiefs,2009,https://en.wikipedia.com/wiki/Maurice_Carthon
Dedric Ward,Wide Receivers,Kansas City Chiefs,2009,https://en.wikipedia.com/wiki/Dedric_Ward
Bob Bicknell,Tight Ends,Kansas City Chiefs,2009,https://en.wikipedia.com/wiki/Bob_Bicknell
Bill Muir,Offensive Line,Kansas City Chiefs,2009,https://en.wikipedia.com/wiki/Bill_Muir
Joe D'Alessandris,Assistant Offensive Line,Kansas City Chiefs,2009,https://en.wikipedia.com/wiki/Joe_D%27Alessandris
Nick Sirianni,Offensive Quality Control,Kansas City Chiefs,2009,https://en.wikipedia.com/wiki/Nick_Sirianni
Clancy Pendergast,Defensive Coordinator,Kansas City Chiefs,2009,https://en.wikipedia.com/wiki/Clancy_Pendergast
Tim Krumrie,Defensive Line,Kansas City Chiefs,2009,https://en.wikipedia.com/wiki/Tim_Krumrie
Gary Gibbs,Linebackers,Kansas City Chiefs,2009,https://en.wikipedia.com/wiki/Gary_Gibbs
Ronnie Bradford,Defensive Assistant,Kansas City Chiefs,2009,https://en.wikipedia.com/wiki/Ronnie_Bradford
Pat Perles,Defensive Quality Control,Kansas City Chiefs,2009,https://en.wikipedia.com/w/index.php?title=Pat_Perles&amp;action=edit&amp;redlink=1
Steve Hoffman,Special Teams,Kansas City Chiefs,2009,https://en.wikipedia.com/wiki/Steve_Hoffman_(American_football)
Cedric Smith,Strength And Conditioning,Kansas City Chiefs,2009,https://en.wikipedia.com/wiki/Cedric_Smith_(American_football)
Brent Salazar,Assistant Strength And Conditioning,Kansas City Chiefs,2009,https://en.wikipedia.com/w/index.php?title=Brent_Salazar&amp;action=edit&amp;redlink=1
Tony Sparano,Head Coach,Miami Dolphins,2009,https://en.wikipedia.com/wiki/Tony_Sparano
Todd Bowles,Assistant Head Coach/Secondary,Miami Dolphins,2009,https://en.wikipedia.com/wiki/Todd_Bowles
Dan Henning,Offensive Coordinator,Miami Dolphins,2009,https://en.wikipedia.com/wiki/Dan_Henning
David Lee,Quarterbacks,Miami Dolphins,2009,https://en.wikipedia.com/wiki/David_Lee_(coach)
James Saxon,Running Backs,Miami Dolphins,2009,https://en.wikipedia.com/wiki/James_Saxon_(American_football)
Karl Dorrell,Wide Receivers,Miami Dolphins,2009,https://en.wikipedia.com/wiki/Karl_Dorrell
George DeLeone,Tight Ends,Miami Dolphins,2009,https://en.wikipedia.com/wiki/George_DeLeone
Dave DeGuglielmo,Offensive Line,Miami Dolphins,2009,https://en.wikipedia.com/wiki/Dave_DeGuglielmo
Steve Bush,Offensive Quality Control,Miami Dolphins,2009,https://en.wikipedia.com/w/index.php?title=Steve_Bush_(coach)&amp;action=edit&amp;redlink=1
Paul Pasqualoni,Defensive Coordinator,Miami Dolphins,2009,https://en.wikipedia.com/wiki/Paul_Pasqualoni
Kacy Rodgers,Defensive Line,Miami Dolphins,2009,https://en.wikipedia.com/wiki/Kacy_Rodgers
Jim Reid,Outside Linebackers,Miami Dolphins,2009,https://en.wikipedia.com/wiki/Jim_Reid_(American_football)
George Edwards,Inside Linebackers,Miami Dolphins,2009,https://en.wikipedia.com/wiki/George_Edwards_(American_football)
David Corrao,Defensive Quality Control,Miami Dolphins,2009,https://en.wikipedia.com/w/index.php?title=David_Corrao&amp;action=edit&amp;redlink=1
John Bonamego,Special Teams Coordinator,Miami Dolphins,2009,https://en.wikipedia.com/wiki/John_Bonamego
Darren Rizzi,Assistant Special Teams,Miami Dolphins,2009,https://en.wikipedia.com/wiki/Darren_Rizzi
Evan Marcus,Head Strength And Conditioning,Miami Dolphins,2009,https://en.wikipedia.com/w/index.php?title=Evan_Marcus&amp;action=edit&amp;redlink=1
David Puloka,Assistant Strength And Conditioning,Miami Dolphins,2009,https://en.wikipedia.com/w/index.php?title=David_Puloka&amp;action=edit&amp;redlink=1
Brad Childress,Head Coach,Minnesota Vikings,2009,https://en.wikipedia.com/wiki/Brad_Childress
Dennis Polian,Assistant To The Head Coach,Minnesota Vikings,2009,https://en.wikipedia.com/w/index.php?title=Dennis_Polian&amp;action=edit&amp;redlink=1
Darrell Bevell,Offensive Coordinator,Minnesota Vikings,2009,https://en.wikipedia.com/wiki/Darrell_Bevell
Kevin Rogers,Quarterbacks,Minnesota Vikings,2009,https://en.wikipedia.com/wiki/Kevin_Rogers_(American_football)
Eric Bieniemy,Running Backs,Minnesota Vikings,2009,https://en.wikipedia.com/wiki/Eric_Bieniemy
George Stewart,Wide Receivers,Minnesota Vikings,2009,https://en.wikipedia.com/w/index.php?title=George_Stewart_(American_football)&amp;action=edit&amp;redlink=1
Ryan Ficken,Assistant Wide Receivers,Minnesota Vikings,2009,https://en.wikipedia.com/w/index.php?title=Ryan_Ficken&amp;action=edit&amp;redlink=1
Jimmie Johnson,Tight Ends,Minnesota Vikings,2009,https://en.wikipedia.com/wiki/Jimmie_Johnson_(American_football)
Pat Morris,Offensive Line,Minnesota Vikings,2009,https://en.wikipedia.com/wiki/Pat_Morris_(coach)
Jim Hueber,Assistant Offensive Line,Minnesota Vikings,2009,https://en.wikipedia.com/w/index.php?title=Jim_Hueber&amp;action=edit&amp;redlink=1
Kevin Stefanski,Offensive Quality Control/Assistant Quarterbacks,Minnesota Vikings,2009,https://en.wikipedia.com/wiki/Kevin_Stefanski
Leslie Frazier,Defensive Coordinator,Minnesota Vikings,2009,https://en.wikipedia.com/wiki/Leslie_Frazier
Karl Dunbar,Defensive Line,Minnesota Vikings,2009,https://en.wikipedia.com/wiki/Karl_Dunbar
Ryan Silverfield,Defensive Line,Minnesota Vikings,2009,https://en.wikipedia.com/w/index.php?title=Ryan_Silverfield&amp;action=edit&amp;redlink=1
Diron Reynolds,Assistant Defensive Line,Minnesota Vikings,2009,https://en.wikipedia.com/w/index.php?title=Diron_Reynolds&amp;action=edit&amp;redlink=1
Fred Pagac,Linebackers,Minnesota Vikings,2009,https://en.wikipedia.com/wiki/Fred_Pagac
Joe Woods,Defensive Backs/Secondary,Minnesota Vikings,2009,https://en.wikipedia.com/wiki/Joe_Woods_(American_football)
Derek Mason,Assistant Secondary,Minnesota Vikings,2009,https://en.wikipedia.com/wiki/Derek_Mason
Jeff Imamura,Defensive Assistant,Minnesota Vikings,2009,https://en.wikipedia.com/w/index.php?title=Jeff_Imamura&amp;action=edit&amp;redlink=1
Brian Murphy,Special Teams Coordinator,Minnesota Vikings,2009,https://en.wikipedia.com/w/index.php?title=Brian_Murphy_(American_football)&amp;action=edit&amp;redlink=1
Chris White,Assistant Special Teams,Minnesota Vikings,2009,https://en.wikipedia.com/w/index.php?title=Chris_White_(American_football_coach)&amp;action=edit&amp;redlink=1
Tom Kanavy,Strength And Conditioning,Minnesota Vikings,2009,https://en.wikipedia.com/w/index.php?title=Tom_Kanavy&amp;action=edit&amp;redlink=1
Juney Barnett,Assistant Strength And Conditioning,Minnesota Vikings,2009,https://en.wikipedia.com/w/index.php?title=Juney_Barnett&amp;action=edit&amp;redlink=1
Martin Streight,Assistant Strength And Conditioning,Minnesota Vikings,2009,https://en.wikipedia.com/w/index.php?title=Martin_Streight&amp;action=edit&amp;redlink=1
Floyd Reese,Senior Football Advisor,New England Patriots,2009,https://en.wikipedia.com/wiki/Floyd_Reese
Bill Belichick,Head Coach,New England Patriots,2009,https://en.wikipedia.com/wiki/Bill_Belichick
Dante Scarnecchia,Assistant Head Coach/Offensive Line,New England Patriots,2009,https://en.wikipedia.com/wiki/Dante_Scarnecchia
Bill O'Brien,Quarterbacks,New England Patriots,2009,https://en.wikipedia.com/wiki/Bill_O%27Brien_(American_football)
Ivan Fears,Running Backs,New England Patriots,2009,https://en.wikipedia.com/wiki/Ivan_Fears
Chad O'Shea,Wide Receivers,New England Patriots,2009,https://en.wikipedia.com/wiki/Chad_O%27Shea
Shane Waldron,Tight Ends,New England Patriots,2009,https://en.wikipedia.com/wiki/Shane_Waldron
Brian Ferentz,Coaching Assistant,New England Patriots,2009,https://en.wikipedia.com/wiki/Brian_Ferentz
Dean Pees,Defensive Coordinator,New England Patriots,2009,https://en.wikipedia.com/wiki/Dean_Pees
Pepper Johnson,Defensive Line,New England Patriots,2009,https://en.wikipedia.com/wiki/Pepper_Johnson
Matt Patricia,Linebackers,New England Patriots,2009,https://en.wikipedia.com/wiki/Matt_Patricia
Josh Boyer,Defensive Backs,New England Patriots,2009,https://en.wikipedia.com/wiki/Josh_Boyer
Patrick Graham,Coaching Assistant,New England Patriots,2009,https://en.wikipedia.com/wiki/Patrick_Graham_(American_football)
Scott O'Brien,Special Teams,New England Patriots,2009,https://en.wikipedia.com/wiki/Scott_O%27Brien
Brian Flores,Coaching Assistant,New England Patriots,2009,https://en.wikipedia.com/wiki/Brian_Flores
Mike Woicik,Strength And Conditioning,New England Patriots,2009,https://en.wikipedia.com/wiki/Mike_Woicik
Harold Nash,Assistant Strength And Conditioning,New England Patriots,2009,https://en.wikipedia.com/wiki/Harold_Nash
Tom Coughlin,Head Coach,New York Giants,2009,https://en.wikipedia.com/wiki/Tom_Coughlin
Kevin Gilbride,Offensive Coordinator,New York Giants,2009,https://en.wikipedia.com/wiki/Kevin_Gilbride
Chris Palmer,Quarterbacks,New York Giants,2009,https://en.wikipedia.com/wiki/Chris_Palmer_(football_coach)
Jerald Ingram,Running Backs,New York Giants,2009,https://en.wikipedia.com/wiki/Jerald_Ingram
Mike Sullivan,Wide Receivers,New York Giants,2009,https://en.wikipedia.com/wiki/Mike_Sullivan_(football_coach)
Mike Pope,Tight Ends,New York Giants,2009,https://en.wikipedia.com/wiki/Mike_Pope
Pat Flaherty,Offensive Line,New York Giants,2009,https://en.wikipedia.com/wiki/Pat_Flaherty_(football_coach)
"Jack Bicknell, Jr.",Offensive Line,New York Giants,2009,"https://en.wikipedia.com/wiki/Jack_Bicknell,_Jr."
Sean Ryan,Offensive Quality Control,New York Giants,2009,https://en.wikipedia.com/wiki/Sean_Ryan_(football_coach)
Bill Sheridan,Defensive Coordinator,New York Giants,2009,https://en.wikipedia.com/wiki/Bill_Sheridan
Mike Waufle,Defensive Line,New York Giants,2009,https://en.wikipedia.com/wiki/Mike_Waufle
Jim Herrmann,Linebackers,New York Giants,2009,https://en.wikipedia.com/wiki/Jim_Herrmann
Peter Giunta,Secondary/Corners,New York Giants,2009,https://en.wikipedia.com/wiki/Peter_Giunta
David Merritt,Secondary/Safeties,New York Giants,2009,https://en.wikipedia.com/wiki/David_Merritt_(American_football)
Al Holcomb,Defensive Quality Control,New York Giants,2009,https://en.wikipedia.com/wiki/Al_Holcomb
Tom Quinn,Special Teams Coordinator,New York Giants,2009,https://en.wikipedia.com/wiki/Tom_Quinn_(football_coach)
Thomas McGaughey,Assistant Special Teams,New York Giants,2009,https://en.wikipedia.com/wiki/Thomas_McGaughey
Jerry Palmieri,Strength And Conditioning,New York Giants,2009,https://en.wikipedia.com/wiki/Jerry_Palmieri
Markus Paul,Assistant Strength And Conditioning,New York Giants,2009,https://en.wikipedia.com/wiki/Markus_Paul
Rex Ryan,Head Coach,New York Jets,2009,https://en.wikipedia.com/wiki/Rex_Ryan
Bill Callahan,Assistant Head Coach/Offensive Line,New York Jets,2009,https://en.wikipedia.com/wiki/Bill_Callahan_(American_football)
Brian Schottenheimer,Offensive Coordinator,New York Jets,2009,https://en.wikipedia.com/wiki/Brian_Schottenheimer
Matt Cavanaugh,Quarterbacks,New York Jets,2009,https://en.wikipedia.com/wiki/Matt_Cavanaugh
John DeFilippo,Assistant Quarterbacks,New York Jets,2009,https://en.wikipedia.com/wiki/John_DeFilippo
Anthony Lynn,Running Backs,New York Jets,2009,https://en.wikipedia.com/wiki/Anthony_Lynn
Henry Ellard,Wide Receivers,New York Jets,2009,https://en.wikipedia.com/wiki/Henry_Ellard
Mike Devlin,Assistant Offensive Line/Tight Ends,New York Jets,2009,https://en.wikipedia.com/wiki/Mike_Devlin_(American_football)
Mike Pettine,Defensive Coordinator,New York Jets,2009,https://en.wikipedia.com/wiki/Mike_Pettine
Kerry Locklin,Defensive Line Coach,New York Jets,2009,https://en.wikipedia.com/wiki/Kerry_Locklin
Bob Sutton,Linebackers,New York Jets,2009,https://en.wikipedia.com/wiki/Bob_Sutton_(American_football)
Dennis Thurman,Secondary,New York Jets,2009,https://en.wikipedia.com/wiki/Dennis_Thurman
Doug Plank,Assistant Defensive Backs,New York Jets,2009,https://en.wikipedia.com/wiki/Doug_Plank
Jeff Weeks,Defensive Assistant,New York Jets,2009,https://en.wikipedia.com/w/index.php?title=Jeff_Weeks_(American_football)&amp;action=edit&amp;redlink=1
Brian Smith,Defensive Quality Control,New York Jets,2009,https://en.wikipedia.com/w/index.php?title=Brian_Smith_(American_football_coach)&amp;action=edit&amp;redlink=1
Jim O’Neil,Defensive Quality Control,New York Jets,2009,https://en.wikipedia.com/w/index.php?title=Jim_O%E2%80%99Neil&amp;action=edit&amp;redlink=1
Mike Westhoff,Special Teams Coordinator,New York Jets,2009,https://en.wikipedia.com/wiki/Mike_Westhoff
Kevin O’Dea,Special Teams Coordinator,New York Jets,2009,https://en.wikipedia.com/wiki/Kevin_O%E2%80%99Dea
Ben Kotwica,Assistant Special Teams,New York Jets,2009,https://en.wikipedia.com/wiki/Ben_Kotwica
Sal Alosi,Strength And Conditioning,New York Jets,2009,https://en.wikipedia.com/wiki/Sal_Alosi
Kyle Thorne,Assistant Strength And Conditioning,New York Jets,2009,https://en.wikipedia.com/w/index.php?title=Kyle_Thorne&amp;action=edit&amp;redlink=1
Andy Reid,Head Coach,Philadelphia Eagles,2009,https://en.wikipedia.com/wiki/Andy_Reid
Marty Mornhinweg,Assistant Head Coach/Offensive Coordinator,Philadelphia Eagles,2009,https://en.wikipedia.com/wiki/Marty_Mornhinweg
James Urban,Quarterbacks,Philadelphia Eagles,2009,https://en.wikipedia.com/wiki/James_Urban
Ted Williams,Running Backs,Philadelphia Eagles,2009,https://en.wikipedia.com/wiki/Ted_Williams_(American_football_coach)
David Culley,Wide Receivers,Philadelphia Eagles,2009,https://en.wikipedia.com/wiki/David_Culley
Tom Melvin,Tight Ends,Philadelphia Eagles,2009,https://en.wikipedia.com/wiki/Tom_Melvin
Juan Castillo,Offensive Line,Philadelphia Eagles,2009,https://en.wikipedia.com/wiki/Juan_Castillo_(American_football)
Doug Pederson,Offensive Quality Control,Philadelphia Eagles,2009,https://en.wikipedia.com/wiki/Doug_Pederson
Mike Frazier,Statistical Analysis Coordinator,Philadelphia Eagles,2009,https://en.wikipedia.com/w/index.php?title=Mike_Frazier&amp;action=edit&amp;redlink=1
Corey Matthaei,Coaching Assistant,Philadelphia Eagles,2009,https://en.wikipedia.com/w/index.php?title=Corey_Matthaei&amp;action=edit&amp;redlink=1
Matt Nagy,Coaching Intern,Philadelphia Eagles,2009,https://en.wikipedia.com/wiki/Matt_Nagy
Sean McDermott,Defensive Coordinator,Philadelphia Eagles,2009,https://en.wikipedia.com/wiki/Sean_McDermott
Rory Segrest,Defensive Line,Philadelphia Eagles,2009,https://en.wikipedia.com/w/index.php?title=Rory_Segrest&amp;action=edit&amp;redlink=1
Bill Shuey,Linebackers,Philadelphia Eagles,2009,https://en.wikipedia.com/w/index.php?title=Bill_Shuey&amp;action=edit&amp;redlink=1
Brian Stewart,Defensive Assistant/Special Assistant,Philadelphia Eagles,2009,https://en.wikipedia.com/wiki/Brian_Stewart_(American_football)
Mike Caldwell,Defensive Quality Control,Philadelphia Eagles,2009,https://en.wikipedia.com/wiki/Mike_Caldwell_(American_football)
Carnell Lake,Training Camp Volunteer,Philadelphia Eagles,2009,https://en.wikipedia.com/wiki/Carnell_Lake
Ted Daisher,Special Teams Coordinator,Philadelphia Eagles,2009,https://en.wikipedia.com/wiki/Ted_Daisher
Jeff Nixon,Assistant Special Teams/Offensive Assistant,Philadelphia Eagles,2009,https://en.wikipedia.com/w/index.php?title=Jeff_Nixon_(American_football)&amp;action=edit&amp;redlink=1
Rick Burkholder,Head Athletic Trainer,Philadelphia Eagles,2009,https://en.wikipedia.com/w/index.php?title=Rick_Burkholder&amp;action=edit&amp;redlink=1
Mike Wolf,Head Strength And Conditioning,Philadelphia Eagles,2009,https://en.wikipedia.com/w/index.php?title=Mike_Wolf&amp;action=edit&amp;redlink=1
Barry Rubin,Assistant Strength And Conditioning,Philadelphia Eagles,2009,https://en.wikipedia.com/wiki/Barry_Rubin_(American_football)
Chuck Noll,Administration Advisor,Pittsburgh Steelers,2009,https://en.wikipedia.com/wiki/Chuck_Noll
Jason Seidling,Intern,Pittsburgh Steelers,2009,
Mike Tomlin,Head Coach,Pittsburgh Steelers,2009,https://en.wikipedia.com/wiki/Mike_Tomlin
John Mitchell,Assistant Head Coach/Defensive Line,Pittsburgh Steelers,2009,https://en.wikipedia.com/wiki/John_Mitchell_(American_football_coach)
Bruce Arians,Offensive Coordinator,Pittsburgh Steelers,2009,https://en.wikipedia.com/wiki/Bruce_Arians
Ken Anderson,Quarterbacks,Pittsburgh Steelers,2009,https://en.wikipedia.com/wiki/Ken_Anderson_(quarterback)
Kirby Wilson,Running Backs,Pittsburgh Steelers,2009,https://en.wikipedia.com/wiki/Kirby_Wilson
Randy Fichtner,Wide Receivers,Pittsburgh Steelers,2009,https://en.wikipedia.com/wiki/Randy_Fichtner
James Daniel,Tight Ends,Pittsburgh Steelers,2009,https://en.wikipedia.com/wiki/James_Daniel
Larry Zierlein,Offensive Line,Pittsburgh Steelers,2009,https://en.wikipedia.com/wiki/Larry_Zierlein
Harold Goodwin,Offensive Assistant,Pittsburgh Steelers,2009,https://en.wikipedia.com/wiki/Harold_Goodwin_(American_football)
Dick LeBeau,Defensive Coordinator,Pittsburgh Steelers,2009,https://en.wikipedia.com/wiki/Dick_LeBeau
Keith Butler,Linebackers,Pittsburgh Steelers,2009,https://en.wikipedia.com/wiki/Keith_Butler_(American_football)
Ray Horton,Defensive Backs,Pittsburgh Steelers,2009,https://en.wikipedia.com/wiki/Ray_Horton
Lou Spanos,Defensive Assistant,Pittsburgh Steelers,2009,https://en.wikipedia.com/wiki/Lou_Spanos
Bob Ligashesky,Special Teams,Pittsburgh Steelers,2009,https://en.wikipedia.com/wiki/Bob_Ligashesky
Amos Jones,Assistant Special Teams,Pittsburgh Steelers,2009,https://en.wikipedia.com/wiki/Amos_Jones
Garrett Giemont,Conditioning Coach,Pittsburgh Steelers,2009,https://en.wikipedia.com/wiki/Garrett_Giemont
Marcel Pastoor,Conditioning Assistant,Pittsburgh Steelers,2009,
Raymond Jackson,Player Development,Pittsburgh Steelers,2009,https://en.wikipedia.com/wiki/Raymond_Jackson_(American_football)
John Norwig,Head Athletic Trainer,Pittsburgh Steelers,2009,
Ryan Grove,Assistant Athletic Trainer,Pittsburgh Steelers,2009,
Ariko Iso,Assistant Athletic Trainer,Pittsburgh Steelers,2009,https://en.wikipedia.com/wiki/Ariko_Iso
Norv Turner,Head Coach,San Diego Chargers,2009,https://en.wikipedia.com/wiki/Norv_Turner
Rob Chudzinski,Assistant Head Coach/Tight Ends,San Diego Chargers,2009,https://en.wikipedia.com/wiki/Rob_Chudzinski
Clarence Shelmon,Offensive Coordinator,San Diego Chargers,2009,https://en.wikipedia.com/wiki/Clarence_Shelmon
John Ramsdell,Quarterbacks,San Diego Chargers,2009,https://en.wikipedia.com/w/index.php?title=John_Ramsdell&amp;action=edit&amp;redlink=1
Ollie Wilson,Running Backs,San Diego Chargers,2009,https://en.wikipedia.com/wiki/Ollie_Wilson
Charlie Joiner,Wide Receivers,San Diego Chargers,2009,https://en.wikipedia.com/wiki/Charlie_Joiner
Hal Hunter,Offensive Line,San Diego Chargers,2009,"https://en.wikipedia.com/wiki/Hal_Hunter_(American_football,_born_1959)"
Mike Sullivan,Offensive Line,San Diego Chargers,2009,https://en.wikipedia.com/wiki/Mike_Sullivan_(offensive_lineman)
Steve Gera,Offensive Assistant/Coaches’ Assistant,San Diego Chargers,2009,https://en.wikipedia.com/wiki/Steve_Gera
Ron Rivera,Defensive Coordinator,San Diego Chargers,2009,https://en.wikipedia.com/wiki/Ron_Rivera
Don Johnson,Defensive Line,San Diego Chargers,2009,https://en.wikipedia.com/wiki/Don_Johnson_(American_football)
John Pagano,Linebackers,San Diego Chargers,2009,https://en.wikipedia.com/wiki/John_Pagano
Greg Williams,Assistant Linebackers,San Diego Chargers,2009,https://en.wikipedia.com/w/index.php?title=Greg_Williams_(football_coach)&amp;action=edit&amp;redlink=1
Steven Wilks,Secondary,San Diego Chargers,2009,https://en.wikipedia.com/wiki/Steven_Wilks
Cris Dishman,Assistant Secondary,San Diego Chargers,2009,https://en.wikipedia.com/wiki/Cris_Dishman
Steve Crosby,Special Teams,San Diego Chargers,2009,https://en.wikipedia.com/wiki/Steve_Crosby
Jeff Hurd,Strength And Conditioning,San Diego Chargers,2009,https://en.wikipedia.com/wiki/Jeff_Hurd
Vernon Stephens,Assistant Strength And Conditioning,San Diego Chargers,2009,https://en.wikipedia.com/w/index.php?title=Vernon_Stephens_(football_coach)&amp;action=edit&amp;redlink=1
Mike Singletary,Head Coach,San Francisco 49ers,2009,https://en.wikipedia.com/wiki/Mike_Singletary
Bill Nayes,Special Assistant To The Head Coach,San Francisco 49ers,2009,https://en.wikipedia.com/w/index.php?title=Bill_Nayes&amp;action=edit&amp;redlink=1
Johnnie Lynn,Special Assistant To The Head Coach/Defensive Backs/Secondary,San Francisco 49ers,2009,https://en.wikipedia.com/wiki/Johnnie_Lynn
Jimmy Raye,Offensive Coordinator,San Francisco 49ers,2009,https://en.wikipedia.com/wiki/Jimmy_Raye_II
Mike Johnson,Quarterbacks,San Francisco 49ers,2009,https://en.wikipedia.com/wiki/Mike_Johnson_(American_football_coach)
Tom Rathman,Running Backs,San Francisco 49ers,2009,https://en.wikipedia.com/wiki/Tom_Rathman
Jerry Sullivan,Senior Assistant/Wide Receivers,San Francisco 49ers,2009,https://en.wikipedia.com/wiki/Jerry_Sullivan
Pete Hoener,Tight Ends,San Francisco 49ers,2009,https://en.wikipedia.com/wiki/Pete_Hoener
Chris Foerster,Offensive Line,San Francisco 49ers,2009,https://en.wikipedia.com/wiki/Chris_Foerster
Jason Michael,Offensive Assistant,San Francisco 49ers,2009,https://en.wikipedia.com/wiki/Jason_Michael
Shane Day,Offensive Quality Control,San Francisco 49ers,2009,https://en.wikipedia.com/wiki/Shane_Day
Greg Manusky,Defensive Coordinator,San Francisco 49ers,2009,https://en.wikipedia.com/wiki/Greg_Manusky
Jim Tomsula,Defensive Line,San Francisco 49ers,2009,https://en.wikipedia.com/wiki/Jim_Tomsula
Jason Tarver,Outside Linebackers,San Francisco 49ers,2009,https://en.wikipedia.com/wiki/Jason_Tarver
Vantz Singletary,Inside Linebackers,San Francisco 49ers,2009,https://en.wikipedia.com/wiki/Vantz_Singletary
Vance Joseph,Defensive Backs,San Francisco 49ers,2009,https://en.wikipedia.com/wiki/Vance_Joseph
Al Harris,Pass Rush Specialist,San Francisco 49ers,2009,https://en.wikipedia.com/wiki/Al_Harris_(defensive_lineman)
Al Everest,Special Teams Coordinator,San Francisco 49ers,2009,https://en.wikipedia.com/w/index.php?title=Al_Everest&amp;action=edit&amp;redlink=1
Dave Fipp,Assistant Special Teams,San Francisco 49ers,2009,https://en.wikipedia.com/wiki/Dave_Fipp
Duane Carlisle,Strength And Conditioning,San Francisco 49ers,2009,https://en.wikipedia.com/w/index.php?title=Duane_Carlisle&amp;action=edit&amp;redlink=1
Mark Uyeyama,Assistant Strength And Conditioning,San Francisco 49ers,2009,https://en.wikipedia.com/w/index.php?title=Mark_Uyeyama&amp;action=edit&amp;redlink=1
Jeff Ferguson,Head Athletic Trainer,San Francisco 49ers,2009,https://en.wikipedia.com/w/index.php?title=Jeff_Ferguson_(American_football)&amp;action=edit&amp;redlink=1
Steve Spagnuolo,Head Coach,St. Louis Rams,2009,https://en.wikipedia.com/wiki/Steve_Spagnuolo
Dick Curl,Assistant Head Coach/Quarterbacks,St. Louis Rams,2009,https://en.wikipedia.com/wiki/Dick_Curl
Pat Shurmur,Offensive Coordinator,St. Louis Rams,2009,https://en.wikipedia.com/wiki/Pat_Shurmur
Sylvester Croom,Running Backs,St. Louis Rams,2009,https://en.wikipedia.com/wiki/Sylvester_Croom
Charlie Baggett,Wide Receivers,St. Louis Rams,2009,https://en.wikipedia.com/wiki/Charlie_Baggett
Frank Leonard,Tight Ends,St. Louis Rams,2009,
Steve Loney,Offensive Line,St. Louis Rams,2009,https://en.wikipedia.com/wiki/Steve_Loney
Art Valero,Assistant Offensive Line,St. Louis Rams,2009,https://en.wikipedia.com/wiki/Art_Valero
Andy Sugarman,Quality Control/Offense,St. Louis Rams,2009,https://en.wikipedia.com/w/index.php?title=Andy_Sugarman&amp;action=edit&amp;redlink=1
Ken Flajole,Defensive Coordinator,St. Louis Rams,2009,https://en.wikipedia.com/wiki/Ken_Flajole
Brendan Daly,Defensive Line,St. Louis Rams,2009,https://en.wikipedia.com/wiki/Brendan_Daly_(American_football)
Paul Ferraro,Linebackers,St. Louis Rams,2009,https://en.wikipedia.com/w/index.php?title=Paul_Ferraro&amp;action=edit&amp;redlink=1
Clayton Lopez,Defensive Backs/Cornerbacks,St. Louis Rams,2009,https://en.wikipedia.com/wiki/Clayton_Lopez
Andre Curtis,Defensive Backs/Safeties,St. Louis Rams,2009,https://en.wikipedia.com/w/index.php?title=Andre_Curtis&amp;action=edit&amp;redlink=1
Matt House,Quality Control/Defense,St. Louis Rams,2009,https://en.wikipedia.com/w/index.php?title=Matt_House&amp;action=edit&amp;redlink=1
Tom McMahon,Special Teams Coordinator,St. Louis Rams,2009,https://en.wikipedia.com/wiki/Tom_McMahon_(American_football)
Derius Swinton,Quality Control/Special Teams,St. Louis Rams,2009,https://en.wikipedia.com/w/index.php?title=Derius_Swinton&amp;action=edit&amp;redlink=1
Rock Gullickson,Strength,St. Louis Rams,2009,https://en.wikipedia.com/w/index.php?title=Rock_Gullickson&amp;action=edit&amp;redlink=1
Chuck Faucette,Assistant Strength,St. Louis Rams,2009,https://en.wikipedia.com/wiki/Chuck_Faucette
Raheem Morris,Head Coach,Tampa Bay Buccaneers,2009,https://en.wikipedia.com/wiki/Raheem_Morris
Richard Bisaccia,Associate Head Coach/Special Teams Coordinator,Tampa Bay Buccaneers,2009,https://en.wikipedia.com/wiki/Richard_Bisaccia
